,name,bday,spouse,child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,age_diff,age_actress,age_spouse
1165,Maria Menounos,1978-06-08,Keven Undergaro  ( m.  2017),,,"Entertainment reporter, television personality, actress, wrestler, businesswoman","Medford, Massachusetts, U.S.",1967-11-16,Massachusetts,CEO of AfterBuzz TVPodcasterProducerDirectorScreenwriter,10.560107325954673,40.82219347419865,51.382300800153324
1166,Idina Menzel,1971-05-30,Taye Diggs ( m.  2003;  div.  2014) Aaron Lohr  ( m.  2017),1,,Actresssingersongwriter,"Queens, New York or Syosset, New York, U.S.",1971-01-02,"Newark, New Jersey, U.S.","Actor, singer",0.40521023703429915,47.84766285413116,48.25287309116546
1167,Lee Meriwether,1935-05-27,Frank Aletter ( m.  1958;  div.  1974) Marshall Borden  ( m.  1986),2,,Actress and model,"Los Angeles, California, U.S.",1926-01-14,"Queens, New York City New York, US",Actor,9.363641963900696,83.856615810044,93.22025777394471
1168,Una Merkel,1903-12-10,Ronald Burla ( m.  1932;  div.  1947),,,,"Covington, Kentucky, U.S.",,,,,115.31790522734896,
1169,Ethel Merman,1908-01-16,"William Smith ( m.  1940;  div.  1941) Robert Levitt, Sr. ( m.  1941;  div.  1952) Robert Six ( m.  1953;  div.  1960) Ernest Borgnine ( m.   1964 ;  div.  1964)",2,,"Actress, singer","Astoria, Queens, New York City, U.S.",,,,,111.21652053088017,
1170,Debra Messing,1968-08-15,Daniel Zelman ( m.  2000;  div.  2016),1,Brandeis University (BA)New York University (MFA),Actress,"Brooklyn, New York, U.S.",1967-06-16,"New York, U.S.","Television producer, screenwriter, actor, television director",1.1663483849771044,50.63485218724546,51.80120057222256
1171,Dina Meyer,1968-12-22,,,,Actress,"Queens, New York, United States",,,,,50.28166218334394,
1172,AJ Michalka,1991-04-10,Amanda Michalka,,,"
Actress
singer
songwriter
guitarist
","Torrance, California, U.S.",,,,,27.984147518429538,
1173,Aly Michalka,1989-03-25,Stephen Ringer ( m.   2015 ),,,"
Actress
singer
songwriter
guitarist
model
","Torrance, California, U.S.",,,,,30.026626145642965,
1174,Lea Michele,1986-08-29,Zandy Reich ( m.   2019 ),,Tenafly High School,Actresssingerauthor,"The Bronx, New York, United States",,,,,32.59752082520517,
1175,Bette Midler,1945-12-01,Martin von Haselberg  ( m.  1984),Sophie von Haselberg,,"
Singer
songwriter
actress
comedian
producer
","Honolulu, Territory of Hawaii",1949-01-20,"Buenos Aires, Argentina (von Haselberg)Gateshead, County Durham, England (Routh)",Contemporary artists,-3.13764143000883,73.34031499620116,70.20267356619233
1176,Alyssa Milano,1972-12-19,Cinjun Tate ( m.  1999;  div.  2000) David Bugliari  ( m.  2009),2,,Actressactivistproducersinger,"Brooklyn, New York, U.S.",,,,,46.2897937671547,
1177,Sylvia Miles,1924-09-09,William Miles ( m.  1948;  div.  1950) Gerald Price ( m.  1952;  div.  1958) Ted Brown ( m.  1963;  div.  1970),,,Actress,"New York City, New York, U.S.",,,,,94.56730802138306,
1178,Vera Miles,1929-08-23,"
 Bob Miles ( m.  1948;  div.  1954) 
 Gordon Scott ( m.  1956;  div.  1960) 
 Keith Larsen ( m.  1960;  div.  1971) 
 Bob Jones ( m.  1973;  div.  1975) 
",4,,Actress,"Boise City, Oklahoma, U.S.",,,,,89.61443424574084,
1179,Christina Milian,1981-09-26,The-Dream ( m.  2009;  div.  2011),1,,"
Actress
singer
songwriter
","Jersey City, New Jersey, U.S.",,"Rockingham County, North Carolina, U.S.","
Singer
songwriter
record producer
rapper
",,37.52027762377051,
1180,Cristin Milioti,1985-08-16,,,,"
Actress
singer
","Cherry Hill, New Jersey, U.S.",,,,,33.63244967384683,
1181,Penelope Milford,1948-03-23,,,,Actress,"St. Louis, Missouri, U.S.",,,,,71.03225938930984,
1182,Ivana Miličević,1974-04-26,Adrian Hunter (2007–2009),1[2],,Actress and model,"Sarajevo, SR Bosnia and Herzegovina, Yugoslavia",,,,,44.94000561270936,
1183,Ann Miller,1923-04-12,Reese Milner ( m.  1946;  div.  1947) Bill Moss ( m.  1958;  div.  1961) Arthur Cameron ( m.  1961;  div.  1962),1,,"Dancer, singer, actress","Houston, Texas, US",,,,,95.98006803698912,
1184,Christa Miller,1964-05-28,Bill Lawrence  (m. 1999),3,,Actress,"New York City, New York, U.S.",,,,,54.85122897800776,
1185,Penelope Ann Miller,1964-01-13,Will Arnett ( m.  1994;  div.  1995)     James Huggins  ( m.  2000),2,,Actress,"Los Angeles, California, U.S.",1970-05-04,"Toronto, Ontario, Canada","
Actor
comedian
producer
",-6.305399837094533,55.2235843309582,48.91818449386366
1186,Alley Mills,1951-05-09,Orson Bean  ( m.  1993),,,Actress,"Chicago, Illinois, United States",1928-07-22,"Burlington, Vermont, United States","Actor, comedian, writer, producer",22.795813740186315,67.90556958732897,90.70138332751529
1187,Donna Mills,1940-12-11,,Chloe Mills,Taft High School,"Actress, television producer","Chicago, Illinois, U.S.",,,,,78.31235412089228,
1188,Yvette Mimieux,1942-01-08,Stanley Donen ( m.  1972;  div.  1985) Howard F. Ruby ( m.  1986),,,Actress,"Los Angeles, California, US",1924-04-13,"Columbia, South Carolina, U.S","Film director, film producer, choreographer, dancer, stage director",17.738899498278542,77.2363566671458,94.97525616542434
1189,Nicki Minaj,1982-12-08,"
 Ariana Grande 
 Chris Brown 
 David Guetta 
 DJ Khaled 
 Drake 
 Meek Mill 
 Lil Wayne 
 Eminem 
 Ciara 
 Cardi B",,,"
Rapper
singer
songwriter
model
actress
","Saint James, Port of Spain, Trinidad and Tobago",,,,,36.321074354709545,
1190,Rachel Miner,1980-07-29,Macaulay Culkin ( m.  1998;  div.  2002),,,Actress,"New York City, New York, U.S.",1980-08-26,"New York City, New York, U.S.","
Actor
musician
",-0.07666139619567822,38.68115019473363,38.60448879853796
1191,Ming-Na Wen,1963-11-20,Kirk Aanes ( m.  1990;  div.  1993) Eric Zee ( m.  1995),2,Carnegie Mellon University (BFA),Actress,"Coloane, Portuguese Macau",,,,,55.37143130933558,
1192,Liza Minnelli,1946-03-12,Peter Allen ( m.  1967;  div.  1974) Jack Haley Jr. ( m.  1974;  div.  1979) Mark Gero ( m.  1979;  div.  1992) David Gest ( m.  2002;  div.  2007),,,"
Actress
singer
dancer
choreographer
","Los Angeles, California, U.S.",,,,,73.06378638849532,
1193,Beverley Mitchell,1981-01-22,Michael Cameron ( m.  2008),2,,"Actress, singer","Arcadia, California, U.S.",,,,,38.19654065449667,
1194,Elizabeth Mitchell,1970-03-27,Chris Soldevilla ( m.  2004;  div.  2013),1,,,"Los Angeles, California, U.S.",,,,,49.02222496012923,
1195,Katy Mixon,1981-03-30,Breaux Greer,2,Carnegie Mellon University (BFA),Actress,"Pensacola, Florida, U.S.",,,,,38.01310088502844,
1196,Mary Ann Mobley,1937-02-17,University of Mississippi,3,,Actress,"Biloxi, Mississippi, U.S.",1938-04-30,"Venice, California, U.S.",Actor,-1.1964653620539778,82.12625858162727,80.9297932195733
1197,Katherine Moennig,1977-12-29,,,,Actress,"Philadelphia, Pennsylvania, U.S.",,,,,41.2629965023238,
1198,Gretchen Mol,1972-11-08,Kip Williams  ( m.  2004),2,,"Actress, former model","Deep River, Connecticut, U.S.",1968-09-27,"Manhattan, New York City, U.S.","Director, producer, screenwriter",4.115074231503727,46.40204795444123,50.517122185944956
1199,Taylor Momsen,1993-07-26,The Pretty Reckless,,,Musiciansingeractressmodel,"St. Louis, Missouri, US",,,,,25.689781446573168,
1200,Michelle Monaghan,1976-03-23,Peter White ( m.  2005),2,,Actress,"Winthrop, Iowa, U.S.",,,,,43.031684428838375,
1201,Daniella Monet,1989-03-01,Andrew Gardner (2010-present),,,"Actress, singer, television personality","West Hills, California, U.S.",,,,,30.092335913810686,
1202,Elizabeth Montgomery,1933-04-15,Frederick Gallatin Cammann ( m.  1954;  div.  1955) Gig Young ( m.  1956;  div.  1963) William Asher ( m.  1963;  div.  1973) Robert Foxworth  ( m.  1993),3,Westlake School For GirlsSpence School,"Actress, singer","Hollywood, Los Angeles, California, U.S.",,,,,85.97028001943914,
1203,Mo'Nique,1967-12-11,Mark Jackson ( m.  1997–2001) Sidney Hicks ( m.  2006),4,,"
Actress
comedian
talk show host
author
","Baltimore, Maryland, U.S.",,,,,51.31385312497861,
1204,Maika Monroe,1993-05-29,,,,"
Actress
kiteboarder
","Santa Barbara, California, U.S.",,,,,25.8485800529785,
1205,Marilyn Monroe,1926-06-01,James Dougherty ( m.  1942;  div.  1946) Joe DiMaggio ( m.  1954;  div.  1955) Arthur Miller ( m.  1956;  div.  1961),,,Actressmodelsinger,"Los Angeles, California, U.S.",,,,,92.8424266069803,
1206,Meredith Monroe,1969-12-30,Steven Kavovit (1999-present),2[1],,Actress,"Houston, Texas, U.S.",,,,,49.260422869737226,
1207,Demi Moore,1962-11-11,"
 Freddy Moore ( m.  1980;  div.  1985) 
 Bruce Willis ( m.  1987;  div.  2000) 
 Ashton Kutcher ( m.  2005;  div.  2013) 
","3, including Rumer Willis",,"
Actress
film producer
model
songwriter
","Roswell, New Mexico, U.S.",,,,,56.39540852994928,
1208,Joanna Moore,1934-11-10,Willis Moore ( m.  1951;  div.  195?) Don Oreck ( m.  1956;  div.  1957) Ryan O'Neal ( m.  1963;  div.  1967) Gary L. Reeves ( m.  1975;  div.  1977),Tatum O'NealGriffin O'Neal,,Actress,"Parrott, Georgia, U.S.[1]",1930-08-31,"Los Angeles, California, USA","Film, television actor",4.194473534706393,84.39872139742774,88.59319493213412
1209,Juanita Moore,1914-10-19,,,,Actress,"Greenwood, Mississippi, U.S.",,,,,104.45936603763253,
1210,Julianne Moore,1960-12-03,John Gould Rubin ( m.  1986;  div.  1995) Bart Freundlich  ( m.  2003),2,,Actresschildren's author,"Fort Bragg, North Carolina, U.S.",,,,,58.33384669089715,
1211,Kenya Moore,1971-01-24,Marc Daly ( m.  2017) [2] [3],Brooklyn Doris Daly,Wayne State University,Actressmodelproducerauthortelevision personalityentrepreneur,"Detroit, Michigan, U.S.",,,,,48.19263913701171,
1212,Mandy Moore,1984-04-10,Ryan Adams ( m.  2009;  div.  2016) Taylor Goldsmith  ( m.  2018),,,"
Singer-songwriter
actress
","Nashua, New Hampshire, U.S.",,,,,34.98223782829216,
1213,Mary Tyler Moore,1936-12-29,Dick Meeker ( m.  1955;  div.  1961) Grant Tinker ( m.  1962;  div.  1981) Robert Levine ( m.  1983),1,Immaculate Heart High School,Actress,"Brooklyn, New York City, U.S.",,,,,82.2631539319767,
1214,Terry Moore,1929-01-07,Glenn Davis  (1951-52; dissolved) Eugene McGarth (1956-58; divorced) Stuart Cramer (1959-72; divorced) Richard Carey (1979-80; divorced) [1] Jerry Rivers (1992-2001; his death),Stuart Warren Cramer IV (b. 1960)Grant Cramer,,Actress,"Glendale, California, U.S.",,,,,90.23867704333422,
1215,Agnes Moorehead,1900-12-06,John Griffith Lee ( m.  1930;  div.  1952) Robert Gist ( m.  1954;  div.  1958),,,Actress,"Clinton, Massachusetts, U.S.",,,,,118.32686502802932,
1216,Natalie Moorhead,1901-07-27,Raymond Phillips (1929–1930) Alan Crosland  (1930–1935) Robert J Dunham (1942-1948;his death) Juan De Garchi Torena  (1957–1983; his death),,,actress,"Pittsburgh, Pennsylvania, U.S.",,,,,117.68893269540101,
1217,Dolores Moran,1926-01-27,Benedict Bogeaus  (1946–1962),Brett Benedict (b. 1948),,Actress,"Stockton, California, U.S.",,,,,93.18466498285386,
1218,Erin Moran,1960-10-18,"
 Rocky Ferguson ( m.  1987;  div.  1993) 
 Steven Fleischmann ( m.  1993) 
",,,Actress,"Burbank, California, U.S.",,,,,58.45979041321861,
1219,Peggy Moran,1918-10-23,Henry Koster  (1942–1988; his death; 2 children),Nicolas Koster (b. 1942)Peter Koster,,Actress,"Clinton, Iowa, U.S.",,,,,100.44833227239437,
1220,Rita Moreno,1931-12-11,Leonard Gordon ( m.  1965; died 2010),1,,"Actress, singer, dancer","Humacao, Puerto Rico",,,,,87.3145923598705,
1221,Chloë Grace Moretz,1997-02-10,,,,Actressmodel,"Atlanta, Georgia, U.S.",,,,,22.14419187252305,
1222,Cathy Moriarty,1960-11-29,Carmine D'Anna ( m.  1981;  div.  1992) Joseph Gentile   ( m.  1999),3,,Actress singer,"The Bronx, New York, U.S.",,,,,58.3447983189251,
1223,Debbi Morgan,1956-09-20,Ces Weldon ( m.  1978;  div.  1984) Charles S. Dutton ( m.  1989;  div.  1994) Donn Thompson ( m.  1997;  div.  2000) Jeffrey Winston ( m.  2009),,,Actress,"Dunn, North Carolina, U.S.",,,,,62.5365339466245,
1224,Haviland Morris,1959-09-14,Robert Score,2,,Actress; real estate agent,"Loch Arbour, New Jersey, U.S.",,,,,59.55495321601402,
1225,Kathryn Morris,1969-01-28,Johnny Messner,2,,Actress,"Cincinnati, Ohio, U.S.[1]",,,,,50.18035962408537,
1226,Jennifer Morrison,1979-04-12,Jesse Spencer  (2004–2007),,,Actress • producer,"Chicago, Illinois, U.S.",,,,,39.97891811604619,
1227,Shelley Morrison,1936-10-26,Walter Dominguez ( m.  1973),,,Actress,"New York City, U.S.",,,,,82.43837998042396,
1228,Elisabeth Moss,1982-07-24,Fred Armisen ( m.  2009;  div.  2011),,,Actor,"Los Angeles, California, U.S.",1966-12-04,"Hattiesburg, Mississippi, U.S.",,15.636186916911367,36.69616761466697,52.33235453157833
1229,Tamera Mowry,1978-07-06,Adam Housley  ( m.   2011 ),2,,Actress,"Gelnhausen, West Germany",1971-08-13,"Napa, California, U.S.",Senior news correspondent,6.896787750604051,40.745532078002974,47.64231982860702
1230,Tia Mowry,1978-07-06,Cory Hardrict  ( m.   2008 ),2,,Actress,"Gelnhausen, West Germany",1979-11-09,"Chicago, Illinois, U.S.","Actor, producer",-1.3443123404313573,40.745532078002974,39.401219737571616
1231,Bridget Moynahan,1971-04-28,Andrew Frankel  ( m.  2015),1,,"Actress, model","Binghamton, New York, U.S.",,,,,47.935275878354794,
1232,Liliana Mumy,1994-04-16,,,,"Actress, voice actress","San Marcos, California, U.S.",,,,,24.9669739967282,
1233,Diana Muldaur,1938-08-19,James Vickery 1969–1979; his death Robert Dozier 1981–2012; his death,,,Actress,"Brooklyn, New York, U.S.",,,,,80.62588554179757,
1234,Kate Mulgrew,1955-04-29,Robert H. Egan ( m.  1982;  div.  1995) Tim Hagan ( m.  1999;  div.  2014),3,,Actress,"Dubuque, Iowa, U.S.",,,,,63.93286652018864,
1235,Megan Mullally,1958-11-12,Michael A. Katcher ( m.  1992;  div.  1996) Nick Offerman  ( m.  2003),,Northwestern University,"Actress, comedian, singer","Los Angeles, California, U.S.",,,,,60.392752760152504,
1236,Olivia Munn,1980-07-03,,,,Actressmodel,"Oklahoma City, Oklahoma, U.S.",,,,,38.75233577691534,
1237,Brittany Murphy,1977-11-10,Simon Monjack  ( m.  2007),,,Actresssinger,"Atlanta, Georgia, U.S.",1970-03-09,"Hillingdon, Greater London, UK","Writer, director, producer",7.6743533405887865,41.39715394566623,49.07150728625502
1238,Donna Murphy,1959-03-07,Shawn Elliott  (1990-2016; his death),Darmia Hope Elliott,,"Actress, singer","Corona, Queens, New York, U.S.",,,,,60.077893454348825,
1239,Rosemary Murphy,1925-01-13,Reginald Marsh  (?–2001; his death),4,,Actress,"Munich, Germany",,,,,94.2223317385025,
1240,Jillian Murray,,Dean Geyer  ( m.  2017),,,Actress and model,"Reading, Pennsylvania, U.S.[1]",,,,,,
1241,Kathy Najimy,1957-02-06,Dan Finnerty  ( m.  1998),1,,Actress,"San Diego, California, U.S.",,"Rochester, New York, U.S.","Actor, singer",,62.1559648726531,
1242,Nita Naldi,1894-11-13,J. Searle Barclay (m.1929–1945; his death),,,Actress,"New York City, US",,,,,124.38859114150188,
1243,Florence Nash,1888-10-02,,,,"Actress, writer","Troy, New York, U.S.",,,,,130.50233748810723,
1244,Mildred Natwick,1905-06-19,,,Bryn Mawr School,Actress,"Baltimore, Maryland, U.S.",,,,,113.79289102445635,
1245,Elise Neal,1966-03-14,,,,Actress,"Memphis, Tennessee, U.S.",,,,,53.05789988843029,
1246,Patricia Neal,1926-01-20,Roald Dahl ( m.  1953;  div.  1983),"5, including Tessa, Ophelia, and Lucy Dahl",,Actress,"Packard, Kentucky, U.S.",,,,,93.20383033190278,
1247,Noel Neill,1920-11-25,"
 Hal Lierley ( m.  1943; annulled 1943) 
 William Behrens ( m.  1953;  div.  1962) 
 Joel Taylor ( m.  1963;  div.  1971) 
",,,Actress,"Minneapolis, Minnesota, U.S.",,,,,98.35657131905515,
1248,Kristin Nelson,1945-06-25,Ricky Nelson ( m.  1963;  div.  1982) Mark Tinker ( m.  1988;  div.  2000),Tracy Nelson (daughter)Matthew Nelson (son)Gunnar Nelson (son)Sam Nelson (son),,"Actress, painter, author",,,,,,73.77564221031233,
1249,Tracy Nelson,1963-10-25,William R. Moses ( m.  1987;  div.  1997),2,,"Actress, writer","Santa Monica, California, U.S.",1959-11-17,"Los Angeles, California, U.S.",Actor,3.937110276049474,55.44261689151728,59.379727167566756
1250,Lois Nettleton,1927-08-16,Jean Shepherd  (1960–1967; divorced),,,Actress,"Oak Park, Illinois, United States",,,,,91.63500961689836,
1251,Bebe Neuwirth,1958-12-31,Paul Dorman ( m.  1984–1991) Chris Calkins ( m.  2009),,,Actresssingerdancer,"Newark, New Jersey, U.S.[1]",,,,,60.258595316810066,
1252,Julie Newmar,1933-08-16,J. Holt Smith ( m.  1977–1984),1,,Actressdancersingerbusinesswomanwriter,"Los Angeles, California, U.S.",,,,,85.63351745757956,
1253,Kathryn Newton,1997-02-08,,,,Actress,"Los Angeles, California, U.S.",,,,,22.149667686537025,
1254,Barbara Nichols,1928-12-10,,,,Actress,"Mineola, New York, U.S.",,,,,90.3153384395299,
1255,Nichelle Nichols,1932-12-28,Foster Johnson ( m.  1951;  div.  1951) Duke Mondy ( m.  1968;  div.  1972),1,,Actresssinger,"Robbins, Illinois, U.S.",,,,,86.2659739761939,
1256,Rachel Nichols,1980-01-08,Scott Stuber  ( m.  2008–2009) Michael Kershaw ( m.  2014),,,"Actress, model","Augusta, Maine, United States",,"Granada Hills, Los Angeles, United States","Film producer, Netflix executive",,39.236945317152305,
1257,Julianne Nicholson,1971-07-01,Jonathan Cake  ( m.  2004),2,,Actress,"Medford, Massachusetts, United States",1967-08-31,"Worthing, Sussex, England",Actor,3.8330698097839107,47.76004982990753,51.59311963969144
1258,Lorraine Nicholson,1990-04-16,,,,"Actress, director","Los Angeles, California, U.S.",,,,,28.96705613393841,
1259,Cynthia Nixon,1966-04-09,Christine Marinoni ( m.  2012),3,Hunter College High School,"Actress, activist, politician","New York City, U.S.",,,,,52.98671430624859,
1260,Maidie Norman,1912-10-16,McHenry Norman (m.1937–?) Weldon D. Canada ( m.  1977–1998),1,Central High School,Actress,"Villa Rica, Georgia, U.S.",,,,,106.46625187375511,
1261,Mabel Normand,1892-11-09,Lew Cody  ( m.  1926),,,"Actress, director, screenwriter, producer","New Brighton, Staten Island, New York, U.S.",1884-02-22,"Waterville, Maine, U.S.",Actor,8.71475800324442,126.39821488463144,135.11297288787586
1262,Sheree North,1932-01-17,"Fred Bessire ( m.  1948;  div.  1953) John ""Bud"" Freeman ( m.  1955;  div.  1956) Dr. Gerhardt Sommer ( m.  1958;  div.  1963) Phillip Alan Norman ( m.  2003)",2,,"Actress, singer, dancer","Los Angeles, California, U.S.",,,,,87.21328980061192,
1263,Brandy Norwood,1979-02-11,"
 Monica 
 Ray J 
 Rodney Jerkins 
 Wanya Morris 
",1,,"
Singer-songwriter
actress
model
record producer
","McComb, Mississippi, United States",,,,,40.1431925364655,
1264,Kim Novak,1933-02-13,Richard Johnson ( m.  1965;  div.  1966) Robert Malloy  ( m.  1976),,Farragut Career Academy High School,"Actress, artist","Chicago, Illinois, U.S.",1927-07-30,"Upminster, Essex, England, United Kingdom",,5.544261689151728,86.13729234686544,91.68155403601716
1265,Margaret O'Brien,1937-01-15,"Harold Allen, Jr. (1959–1968) (divorced) Roy Thorsen (1974–present)",Mara Tolene Thorsen (b. 1977),,Actress,"San Diego, California, U.S.",,,,,82.2166095128579,
1266,Erin O'Brien-Moore,1902-05-02,Mark Barron ( m.  1936;  div.  1946) [1],,,Actress,"Los Angeles, California, U.S.",,,,,116.9250566404512,
