,Unnamed: 0,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp
120,120,Cyia Batten,1972-01-26,,,,"Actress, dancer, model,  vedette / showgirl","Locust Valley, New York , U.S.",,,,,,,47.19604098646789,
121,121,Frances Bavier,1902-12-14,,,,Actress,"Manhattan , New York City, U.S.",,,,,,,116.31450337789278,
122,122,Anne Baxter,1923-05-07,John Hodiak ( m.  1946;  div.  1953) Randolph Galt ( m.  1960;  div.  1969) David Klee ( m.  1977; his death 1977),3,,"Actress, singer","Michigan City, Indiana , U.S.",1914-04-16,"Pittsburgh , Pennsylvania, U.S.",,Anne Baxter ( m.  1946;  div.  1953),1,9.056996379117983,95.91983408283538,104.97683046195336
123,123,Meredith Baxter,1947-06-21,Meredith Baxter Birney,5,James Monroe High SchoolHollywood High SchoolInterlochen Center for the Arts,"Actress, producer","South Pasadena, California , U.S.",,,,,,,71.79613544425963,
124,124,Jennifer Beals,1963-12-19,Alexandre Rockwell ( m.  1986;  div.  1996) Ken Dixon ( m.  1998),1,Francis W. Parker SchoolYale University,"Actress, model","Chicago ,  Illinois , U.S.",1956-08-18,"Boston ,  Massachusetts , U.S.","Screenwriter, producer, film director",Jennifer Beals ( m.  1986;  div.  1996) Karyn Parsons Rockwell  ( m.  2003),2,7.334852871722212,55.30024572715388,62.63509859887609
125,125,Amanda Bearse,1958-08-09,Carrie Schenken (2010–present),1,,"Actress, director, comedian","Winter Park, Florida , U.S.",,,,,,,60.661067646837374,
126,126,Madisen Beaty,,,,,Actress,"Centennial, Colorado , U.S. [1]",,,,,,,,
127,127,Kimberly Beck,1956-01-09,"William Barron Hilton, Jr. ( m.  1978–1985)  (divorced) Jason Clark ( m.  1988)",,Glendale High School,Actress,"Glendale, California , U.S.",,,,,,,63.242913954427536,
128,128,Bonnie Bedelia,1948-03-25,Ken Luber ( m.  1969;  div.  1980) Michael MacRae ( m.  1995),2,,Actress,"New York City ,  New York , U.S.",,,,,,,71.03499729631683,
129,129,Nicole Beharie,1985-01-03,,,Juilliard School (BFA),"Actress, singer","West Palm Beach, Florida , U.S.",,,,,,,34.25669247144021,
130,130,Beth Behrs,1985-12-26,Michael Gladis  ( m.   2018 ),,,"Actress, writer","Lancaster, Pennsylvania , U.S.",1977-08-30,"Houston ,  Texas , U.S.",Actor,Beth Behrs  ( m.  2018),,8.323237301245063,33.27925966994531,41.60249697119038
131,131,Doris Belack,1926-02-26,Philip Rose ( m.  1946; died 2011),,,Actress,"New York City , U.S.",1921-07-04,"Manhattan ,  New York City , U.S.",Producer,Doris Belack  ( m.  1946),,4.648966097866486,93.11074149366517,97.75970759153165
132,132,Ashley Bell,1986-05-26,,,,Actress,"Santa Monica, California ,  USA",,,,,,,32.86583571189004,
133,133,Catherine Bell,1968-08-14,Adam Beason ( m.  1994;  div.  2011),2,,"Model, Actress, Producer","London ,  England , UK",,,,,,,50.64580381527342,
134,134,Jillian Bell,1984-04-25,,,,Actress screenwriter comedian,"Las Vegas, Nevada , U.S.",,,,,,,34.9493829442083,
135,135,Kristen Bell,1980-07-18,Dax Shepard  ( m.  2013),2,,Actress,"Huntington Woods, Michigan , U.S.",1975-01-02,"Highland Township, Oakland County, Michigan , U.S.","Actor, writer, director",Kristen Bell  ( m.  2013),2,5.54152378214474,38.71948089283148,44.26100467497621
136,136,Lake Bell,1979-03-24,Scott Campbell  ( m.  2013),2,,"Actress, director, screenwriter","New York City ,  New York ,  U.S.",1977-05-13,,,Lake Bell  ( m.  2013),,1.8617767647521852,40.03915207019993,41.90092883495212
137,137,Camilla Belle,1986-10-02,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,32.512645707988526,
138,138,Kathleen Beller,1956-02-19,Thomas Dolby,,,Actress,"Westchester, New York , U.S.",,,,,,,63.13065976714101,
139,139,Troian Bellisario,1985-10-28,Patrick J. Adams  ( m.  2016),1,,Actress,"Los Angeles ,  California , U.S.",1981-08-27,"Toronto ,  Ontario , Canada","Actor, photographer, director",Troian Bellisario  ( m.  2016),1,4.169832371643497,33.440796183357634,37.61062855500113
140,140,Maria Bello,,Dan McDermott [1] Clare Munn [2],Jackson,,Actress producer writer,"Norristown, Pennsylvania , U.S.",,,,,,,,
141,141,Bea Benaderet,1906-04-04,Jim Bannon ( m.  1938;  div.  1950) Eugene Twombly ( m.  1957; her death 1968),"2, including  Jack Bannon",St. Rose Academy High School,"Actress, voice actress","New York City , United States",1911-04-09,"Kansas City, Missouri , U.S.",Actor,Bea Benaderet ( m.  1938;  div.  1950) Barbara Cork ( m.  1961;  div.  1981),2; including Jack Bannon[1],-5.013107729795958,113.00984962045764,107.99674189066168
142,142,Andrea Bendewald,1970-03-04,Mitch Rouse  ( m.  2001),2,High School of Performing Arts,,"New York City ,  New York , U.S.",1964-08-06,"Knoxville ,  Tennessee","Film ,  television actor",Andrea Bendewald,,5.5743786662286015,49.09341054231093,54.66778920853953
143,143,Annette Bening,1958-05-29,"
 J. Steven White ( m.   1984 ;  div.  1991) 
 Warren Beatty  ( m.   1992 ) 
",4,San Diego Mesa CollegeSan Francisco State University (BA)American Conservatory Theater (MFA),Actress,"Topeka, Kansas , U.S.",,,,,,,60.858196951340545,
144,144,Constance Bennett,1904-10-22,Chester Hirst Moorhead ( m.  1921; annulled 1923) Philip Morgan Plant ( m.  1925;  div.  1929) Henri de la Falaise ( m.  1931;  div.  1940) Gilbert Roland ( m.  1941;  div.  1946) John Theron Coulter  ( m.  1946),3,,Actress,"New York City , U.S.",,,,,,,114.45820242715456,
145,145,Haley Bennett,1988-01-07,Joe Wright,1,,"
 Actress 
 singer 
 dancer 
","Fort Myers, Florida , U.S.",,,,,,,31.247732670759838,
146,146,Joan Bennett,1910-02-27,John Marion Fox ( m.  1926;  div.  1928) Gene Markey ( m.  1932;  div.  1937) Walter Wanger ( m.  1940;  div.  1965) David Wilde ( m.  1978),4,,Actress,"Fort Lee, New Jersey , U.S.",,,,,,,109.10833213549901,
147,147,Melissa Benoist,1988-10-04,Blake Jenner  ( m.  2013 or 2015; [a]   div.  2017),,The Academy of Theatre ArtsArapahoe High School,Actress singer dancer,"Houston , Texas, United States [1]",,,,,,,30.50575987186595,
148,148,Amber Benson,1977-01-08,,,,"Actress, writer, director, producer","Birmingham, Alabama , US",,,,,,,42.24316721082568,
149,149,Ashley Benson,1989-12-18,,,,Actress model,"Anaheim Hills, Anaheim, California , U.S.",,,,,,,29.30108078879101,
150,150,Jodi Benson,1961-10-10,Ray Benson ( m.  1984),2,,"Actress, voice actress, singer","Rockford, Illinois , U.S.",,,,,,,57.490571332744686,
151,151,Julie Benz,1972-05-01,John Kassir ( m.  1998;  div.  2007) Rich Orosco  ( m.  2012),,,Actress,"Pittsburgh ,  Pennsylvania , United States",1957-10-24,"Baltimore ,  Maryland ,  U.S.","Actor, voice actor, comedian",Julie Benz ( m.  1998;  div.  2007),,14.519120858060056,46.933201913797,61.452322771857055
152,152,Candice Bergen,1946-05-09,Louis Malle ( m.  1980; died 1995) Marshall Rose  ( m.  2000),1,,"Actress, fashion model","Beverly Hills, California , U.S.",1932-10-30,"Thumeries ,  Nord , France","Film director ,  screenwriter ,  producer",Anne-Marie Deschodt ( m.  1965;  div.  1967) Candice Bergen  ( m.  1980),3,13.52252270751624,72.91320150311094,86.43572421062719
153,153,Polly Bergen,1930-07-14,Jerome Courtland  ( m.  1950–1955) Freddie Fields  ( m.  1957–1975) Jeffrey Endervelt ( m.  1982–1990),2 adopted children 1 stepchild,,"Actress, singer, writer, entrepreneur","Knoxville, Tennessee , U.S.",1926-12-27,"Knoxville, Tennessee , U.S.",Actor,"Polly Bergen  (1950-1955) (divorced) Janet Rose Gumprecht (1955-?) (divorced), 5 children Marlene Juttner (1984-2012) (his death)",,3.5455895740501173,88.73282818949055,92.27841776354066
154,154,Elizabeth Berkley,1972-07-28,Greg Lauren  ( m.  2003),1,,Actress,"Farmington Hills, Michigan , U.S.",1970-01-06,"New York City , U.S.","Actor, painter",Elizabeth Berkley  ( m.  2003),1,2.5572051445272663,46.69226609718201,49.24947124170927
155,155,Jeannie Berlin,1949-11-01,,,,"Actress, writer","Los Angeles, California , U.S.",,,,,,,69.43058379022156,
156,156,Crystal Bernard,1961-09-30,,,,"Singer-songwriter ,  actress","Garland, Texas ,  U.S.",,,,,,,57.51795040281457,
157,157,Sandra Bernhard,1953-08-01,Sara Switzer,1,Saguaro High School,"
 Actress 
 comedian 
 singer 
 author 
","Flint, Michigan , U.S.",,,,,,,65.6823890976543,
158,158,Halle Berry,1966-08-14,David Justice ( m.  1993;  div.  1997) Eric Benét ( m.  2001;  div.  2005) Olivier Martinez ( m.  2013;  div.  2016),2,,Actress,"Cleveland ,  Ohio , U.S.",,,,,,,52.64721383738201,
159,159,Valerie Bertinelli,1960-04-23,Eddie Van Halen ( m.  1981;  div.  2007)   Tom Vitale  ( m.  2011),Wolfgang Van Halen,,"Actress,  spokesperson","Wilmington, Delaware , U.S.",1955-01-26,"Amsterdam , Netherlands",Musician songwriter producer arranger guitarist,Valerie Bertinelli ( m.  1981;  div.  2007) Janie Liszewski ( m.  2009),Wolfgang Van Halen,5.240354011376003,58.955351581483534,64.19570559285954
160,160,Angela Bettis,,,,,"Actress, producer, director",,,,,,,,,
161,161,Troy Beyer,1964-11-07,Mark Burg  (1994–2000),,,"Psychologist, Author, Director, Screenwriter","New York City , U.S.",,,,,,,54.413163856889604,
162,162,Mayim Bialik,1975-12-12,Michael Stone ( m.  2003;  div.  2012),2,,"Actress, neuroscientist, author","San Diego ,  California , U.S.",,,,,,,43.31916466457217,
163,163,Leslie Bibb,1974-11-17,Rob Born ( m.  2003;  div.  2004),,Saint Gertrude High School,"Actress, photomodel","Bismarck, North Dakota , U.S. [1]",,,,,,,44.38694839729769,
164,164,Jessica Biel,1982-03-03,Justin Timberlake  ( m.   2012 ),1,Fairview High School,"Actress, model, producer, singer","Ely, Minnesota , U.S. [2]",1981-01-31,"Memphis, Tennessee , U.S.","
 Singer-songwriter 
 actor 
 dancer 
 record producer 
",Jessica Biel  ( m.  2012),1,1.084211174767449,37.09590203768729,38.18011321245474
165,165,Barbara Billingsley,1915-12-22,Glenn Billingsley ( m.  1941;  div.  1947) Roy Kellino ( m.  1953; died 1956) William Mortensen ( m.  1959; died 1981),2,Washington Preparatory High School,Actress,"Los Angeles , California, U.S.",,,,,,,103.29301765265542,
166,166,Rachel Bilson,1981-08-25,Hayden Christensen  (m.2007–div.2017),1,,Actress,"Los Angeles, California , U.S.",,,,,,,37.616104369015105,
167,167,Traci Bingham,1968-01-13,Robb Vallier ( m.  1998),,,"Actress, model, television personality","North Cambridge, Massachusetts , U.S.",,,,,,,51.231715914768955,
168,168,Thora Birch,1982-03-11,,,,"Actress, producer","Los Angeles ,  California , U.S.",,,,,,,37.07399878163138,
169,169,Kerry Bishé,1984-05-01,,,Montclair Kimberley Academy,Actress,New Zealand,,,,,,,34.93295550216637,
170,170,Summer Bishil,1988-07-17,,,,Actress,"Pasadena, California , U.S.",,,,,,,30.722054525418045,
171,171,Julie Bishop,1914-08-30,Walter Booth Brooks III ( m.  1936;  div.  1939) Clarence A. Shoop ( m.  1944; died 1968) William F. Bergin M.D.  ( m.  1968),"2, including  Pamela Susan Shoop",,Actress,"Denver ,  Colorado , U.S.",,,,,,,104.60447510900292,
172,172,Danielle Bisutti,1976-10-01,,,,"Actress, singer-songwriter, writer, producer","Los Angeles ,  California , U.S.",,,,,,,42.51422000451755,
173,173,Karen Black,1939-07-01,Charles Black ( m.  1960) Robert Burton ( m.  1973–1974) L. M. Kit Carson  ( m.  1975–1983) Stephen Eckelberry  ( m.  1987–2013),"3, including  Hunter Carson",,"Actress, screenwriter, singer, composer","Park Ridge, Illinois , U.S.",,,,,,,79.76892064861018,
174,174,Sofia Black-D'Elia,1991-12-01,,,,Actress,"Clifton, New Jersey , U.S.",,,,,,,27.348953092808202,
175,175,Joan Blackman,1938-05-17,Rockne Tarkington ( m.  1968;  div.  1970) Joby Baker ( m.  1959;  div.  1961),2,,Actress,"San Francisco, California , U.S.",1931-07-31,"Junction City, Kansas , United States",Actor,Joan Blackman ( m.  1968;  div.  1970),"Rockne Tarkington Jr. , Keith Tarkington, Ngai Tarkington",6.795485191345476,80.89146252147546,87.68694771282094
176,176,Betsy Blair,1923-12-11,"March 13, 2009 (2009-03-13)  (aged 85) London , England",1,,Actress,"Cliffside Park ,  New Jersey , U.S.",1912-08-23,"Pittsburgh ,  Pennsylvania , US","Dancer, choreographer, director, actor, singer, producer","
 Betsy Blair ( m.  1941;  div.  1957) 
 Jeanne Coyne ( m.  1960; died 1973) 
 Patricia Ward  ( m.  1990) 
",3,11.299342217841572,95.32297035531188,106.62231257315345
177,177,Linda Blair,1959-01-22,,,,Actress producer activist,"St. Louis ,  Missouri , U.S.",,,,,,,60.206575083677286,
178,178,Patricia Blair,1933-01-15,Martin S. Colbert (m. 1965–1993; divorced),,,"Film ,  television   actress","Fort Worth, Texas , U.S.",,,,,,,86.22490537108906,
179,179,Selma Blair,1972-06-23,Ahmet Zappa ( m.  2004;  div.  2006),1,,Actress,"Southfield, Michigan , U.S.",,,,,,,46.78809284242661,
180,180,Amanda Blake,1929-02-20,Don Whitman ( m.  1954;  div.  1955) Jason Day ( m.  1964;  div.  1967) Frank Gilbert ( m.  1967;  div.  1982) Mark Spaeth ( m.  1984; His death 1985),,,Actress,"Buffalo, New York , US",,,,,,,90.1264228560477,
181,181,Susan Blakely,1948-09-07,Todd Merer  (m. 1969; div. 1981) Steve Jaffe (m. 1982–Present),,,Actress,"Frankfurt, Germany",,,,,,,70.58050473315674,
182,182,Ronee Blakley,1945-08-24,Wim Wenders ( m.  1979;  div.  1981),Sarah Blakley-Cartwright,,"Actress, singer","Nampa, Idaho , U.S.",1945-08-14,"Düsseldorf ,  Rhine Province , Germany","Filmmaker, director, screenwriter, playwright, author, photographer",Edda Köchl (1968–74) Lisa Kreuzer  (1974–78) Ronee Blakley  (1979–81) Isabelle Weingarten (1981–82) Donata Wenders ( m.  1993),,0.027379070069885075,73.61958151091399,73.64696058098387
183,183,Jolene Blalock,1975-03-05,Michael Rapino ( m.  2003),3,,"Actress, model","San Diego, California , U.S.",,,,,,,44.091254440542926,
184,184,Rowan Blanchard,2001-10-14,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,17.478798332614634,
185,185,Tammy Blanchard,1976-12-14,,1,,Actress singer,"Bayonne, New Jersey , US",,,,,,,42.3116148860004,
186,186,Alexis Bledel,1981-09-16,Vincent Kartheiser  ( m.  2014),1,,"Actress, model","Houston, Texas , U.S.",1979-05-05,"Minneapolis ,  Minnesota , U.S.",Actor,Alexis Bledel  ( m.  2014),1,2.368289561045059,37.55587041486136,39.92415997590642
187,187,Yasmine Bleeth,1968-06-14,Paul Cerrito ( m.  2002),,,Actress,"New York City , U.S.",,,,,,,50.81281614269972,
188,188,Joan Blondell,1906-08-30,George Barnes ( m.  1933;  div.  1936) Dick Powell ( m.  1936;  div.  1944) Mike Todd ( m.  1947;  div.  1950),"2, including  Norman S. Powell",,Actress,"Manhattan ,  New York City , U.S.",1892-10-16,"Pasadena, California , U.S.",Cinematographer,Joan Blondell ( m.  1933;  div.  1936) Melba Marshal Kruger  ( m.  19??),4,13.867498990396792,112.60463938342335,126.47213837382013
189,189,Nikki Blonsky,1988-11-09,,,,"Actress, singer, dancer","Great Neck, New York , U.S.",,,,,,,30.407195219614366,
190,190,Moon Bloodgood,1975-09-20,Grady Hall 2011-2018 (Divorced),2,,"Actress, model","Alliance, Nebraska , U.S.",,,,,,,43.546410946152214,
191,191,Verna Bloom,1938-08-07,Jay Cocks  ( m.  1969),,,Actress,"Lynn, Massachusetts , U.S.",,,,,,,80.6669541469024,
192,192,Emily Blunt,1983-02-23,John Krasinski  ( m.  2010),2,,Actress,"Wandsworth ,  London , England",1979-10-20,"Boston , Massachusetts, U.S.",Actor filmmaker,Emily Blunt  ( m.  2010),2,3.345722362539956,36.11846923619239,39.46419159873235
193,193,Ann Blyth,1928-08-16,James McNulty ( m.  1953; died 2007),5,,"Actress, singer","Mount Kisco, New York , U.S.",,,,,,,90.64114937336153,
194,194,Eleanor Boardman,1898-08-19,King Vidor ( m.  1926;  div.  1931) Harry d'Abbadie d'Arrast ( m.  1940; died 1968),2,,Actress,"Philadelphia, Pennsylvania , U.S.",1894-02-08,"Galveston, Texas , U.S.","Film director, producer, screenwriter",Florence Arto ( m.  1915;  div.  1924) Eleanor Boardman  ( m.  1926–1931) Elizabeth Hill (screenwriter)  ( m.  1932–1978),3,4.525760282552003,120.63218272791364,125.15794301046564
195,195,Mary Boland,1882-01-28,,,,Actress,"Philadelphia, Pennsylvania , U.S.",,,,,,,137.18830639917314,
196,196,Beulah Bondi,1889-05-03,,,,Actress,"Chicago, Illinois , U.S.",,,,,,,129.92737701663964,
197,197,Lisa Bonet,1967-11-16,Lenny Kravitz ( m.  1987;  div.  1993) Jason Momoa  ( m.  2017),3; including  Zoë Kravitz,Birmingham High School,Actress,"San Francisco ,  California , U.S.",1964-05-26,"New York City , New York, U.S.",Singer songwriter actor record producer,Lisa Bonet ( m.  1987;  div.  1993),Zoë Kravitz,3.474403991868416,51.39051452117429,54.8649185130427
198,198,Shirley Booth,1898-08-30,"Ed Gardner ( m.  1929;  div.  1942) William H. Baker, Jr. ( m.  1943; died 1951)",,P.S. 152,Actress,"Brooklyn ,  New York , U.S.",1901-06-29,"Astoria, New York","Actor, writer, and director",,,-2.8282579382191284,120.60206575083677,117.77380781261765
199,199,Olive Borden,1906-07-14,Theodore Spector ( m.  1931; annulled 1932) John Moeller ( m.  1934;  div.  1941),,,,"Richmond, Virginia , U.S.",,,,,,,112.7333210127518,
200,200,Alex Borstein,1973-02-15,Jackson Douglas ( m.  1999;  div.  2014),2,,"Actress, writer, producer, comedian","Highland Park, Illinois , U.S.",,,,,,,46.13920888177033,
201,201,Michelle Borth,1978-08-19,,,,Actress,"New York City ,  New York , U.S.",,,,,,,40.63327789071644,
202,202,Samantha Boscarino,1994-12-26,,,,"Actress, singer","Ventura County ,  California , U.S.",,,,,,,24.279759337974085,
203,203,Rachel Boston,1982-05-09,,,,Actress,"Chattanooga, Tennessee ,  U.S.",,,,,,,36.91246226821906,
204,204,Kate Bosworth,1983-01-02,Michael Polish  ( m.  2013),,,"Actress, model","Los Angeles ,  California , U.S.",1970-10-30,"El Centro, California , U.S.","Screenwriters ,  film producers ,  film directors ,  actors",Michael:  Kate Bosworth  ( m.  2013),,12.175472460077893,36.26084040055579,48.43631286063369
205,205,Barbara Bouchet,1943-08-15,Luigi Borghese ( m.  1974;  sep  2006),2,,Actress,"Reichenberg,  Sudetenland ,  Germany  (present-day  Liberec ,  Czech Republic )",,,,,,,75.64563269608547,
206,206,Julie Bovasso,,George Earl Ortman  (divorced),,,Actress,"Brooklyn, New York , U.S.",,,,,,,,
207,207,Clara Bow,1905-07-29,Rex Bell ( m.  1931; died 1962),2,,,"Brooklyn ,  New York City , U.S.",,,,,,,113.69158846519778,
208,208,Katrina Bowden,1988-09-19,Ben Jorgensen  ( m.  2013),,,Actress,"Wyckoff, New Jersey ,  U.S.",,,,,,,30.54682847697078,
209,209,Andrea Bowen,1990-03-04,,,,Actress,"Columbus, Ohio , U.S.",,,,,,,29.092999856259883,
210,210,Julie Bowen,1970-03-03,Scott Phillips ( m.   2004 ;  div.  2018),3,Brown University,"Actress, model","Baltimore ,  Maryland , U.S.",,,,,,,49.096148449317916,
211,211,Jessica Bowman,1980-11-26,,,,Actress,"Walnut Creek, California , U.S.",,,,,,,38.36081507491598,
212,212,Jenna Boyd,1993-03-04,,,,Actress,"Bedford, Texas ,  U.S.",,,,,,,26.09225377660048,
213,213,Lara Flynn Boyle,1970-03-24,John Patrick Dee III ( m.  1996;  div.  1998) Donald Ray Thomas II  ( m.  2006),,,Actress,"Davenport, Iowa , US",,,,,,,49.03865240217116,
214,214,Lucy Boynton,1994-01-17,,,,Actress,"New York City , New York, U.S.",,,,,,,25.218861441371143,
215,215,Lorraine Bracco,1954-10-02,"
 Daniel Guerard ( m.  1979;  div.  1982) 
 Edward James Olmos ( m.  1994;  div.  2002) 
",2,,Actress,"Brooklyn, New York , U.S.",,,,,,,64.51330280567021,
216,216,Alice Brady,1892-11-02,James L. Crane (m.1919–div.1922),1 [1],,Actress,"New York City , U.S.",,,,,,,126.42559395470133,
