,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl.1,num_of_m,name_sp_sp_cl.1,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,geo_distance,zodiac,zodiac_sp,sex,divorce,year_m_1,year_div_1,year_m_sp_1,year_div_sp_1,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1
2289,Judd Apatow,1967-12-06,Leslie Mann  ( m.  1997),Maude ApatowIris Apatow,Syosset High School,"Filmmaker, comedian","Flushing, Queens, New York, U.S.",1972-03-26,"San Francisco, California, U.S.",Actresscomedian,Judd Apatow  ( m.  1997),Maude ApatowIris Apatow,-4.3039898149859335,51.41789359124417,47.11390377625824,['Leslie Mann'],[1997],,['Judd Apatow'],[1997],,,,['Leslie Mann'],1.0,['Judd Apatow'],1.0,2.0,1.0,dr5rzvk,9q8yyk8,20000000.0,11.0,3.0,M,0.0,1997.0,,1997.0,1997.0,30.0,,25.0,25.0
2295,Royce D. Applegate,1939-12-25,Norma Applegate ( m.  1958;  div.  1969),,,"Actors, screenwriter, author","Midwest City, Oklahoma, U.S.",,,,,,,79.36644831858284,,['Norma Applegate'],[1958],[1969],,,,,,['Norma Applegate'],1.0,,,3.0,,9y69xtm,,,0.0,,M,1.0,1958.0,1969.0,,,19.0,30.0,,
2466,Roscoe Arbuckle,1887-03-24,Minta Durfee ( m.  1908;  div.  1925) Doris Deane ( m.  1925;  div.  1929) Addie Oakley Dukes McPhail ( m.  1932; his death 1933),,,"Actor, comedian, director, screenwriter","Smith Center, Kansas, U.S.",1889-10-01,"Los Angeles, California, U.S.",Actress,Roscoe Arbuckle (m. 1908–1925; divorced),,-2.5243502604434043,132.1204405292374,129.59609026879403,"['Minta Durfee', 'Doris Deane', 'Addie Oakley Dukes McPhail']","[1908, 1925, 1932]","[1925, 1929]",,,,,,"['Minta Durfee', 'Doris Deane', 'Addie Oakley Dukes McPhail']",3.0,,,4.0,1.0,9z1f21d,9q5ctr1,5003530.0,3.0,9.0,M,1.0,1908.0,1925.0,,,21.0,38.0,,
2467,Allan Arbus,1918-02-15,Diane Nemerov ( m.  1941;  div.  1969) Mariclare Costello  ( m.  1977),"3, including Doon and Amy Arbus",,"Actor, photographer","New York City, U.S.",1923-03-14,"New York City, U.S.",,Allan Arbus ( m.  1941;  div.  1969),,-5.073341683949705,101.22315995537213,96.1498182714224,"['Diane Nemerov', 'Mariclare Costello']","[1941, 1977]",[1969],['Allan Arbus'],[1941],[1969],3.0,,"['Diane Nemerov', 'Mariclare Costello']",2.0,['Allan Arbus'],1.0,2.0,,dr5regw,dr5regw,118.0,1.0,2.0,M,1.0,1941.0,1969.0,1941.0,1941.0,23.0,51.0,18.0,18.0
2472,Geoffrey Arend,1978-02-28,Christina Hendricks  ( m.   2009 ),,,"Actor, voice actor","Manhattan, New York City, U.S.",1975-05-03,"Knoxville, Tennessee, U.S.","Actress, model",Geoffrey Arend  ( m.   2009 ),,2.8255200312121405,41.18633510612811,44.01185513734026,['Christina Hendricks'],[2009],,['Geoffrey Arend'],[2009],,,,['Christina Hendricks'],1.0,['Geoffrey Arend'],1.0,3.0,2.0,dr72h8r,dnkkd66,5003530.0,2.0,4.0,M,0.0,2009.0,,2009.0,2009.0,31.0,,34.0,34.0
2479,Adam Arkin,1956-08-19,Linda Arkin  Phyllis Lyons   ( m.  1999–2013) Michelle Dunker  ( m.  2017),2,,"Actor, writer, director","Brooklyn, New York, U.S.",,,,,,,62.71449790207876,,"['Linda Arkin Phyllis Lyons', 'Michelle Dunker']","[1999, 2017]",,,,,2.0,,"['Linda Arkin Phyllis Lyons', 'Michelle Dunker']",2.0,,,3.0,,dr5rmm5,,,7.0,,M,1.0,1999.0,,,,43.0,,,
2480,Alan Arkin,1934-03-26,Jeremy Yaffe ( m.  1955;  div.  1961) Barbara Dana ( m.  1964;  div.  1994) Suzanne Newlander  ( m.  1996),"3, including Adam and Matthew",,"Actor, director, screenwriter, musician, singer","Brooklyn, New York, U.S.",,,,,,,85.11605303325871,,"['Jeremy Yaffe', 'Barbara Dana', 'Suzanne Newlander']","[1955, 1964, 1996]","[1961, 1994]",,,,3.0,,"['Jeremy Yaffe', 'Barbara Dana', 'Suzanne Newlander']",3.0,,,5.0,,dr5rmm5,,,3.0,,M,1.0,1955.0,1961.0,,,21.0,27.0,,
2512,Matthew Arkin,1960-03-21,Pamela Newkirk ( m.  1993;  div.  2011),2,,"Actor, instructor","Brooklyn, New York, U.S.",,,,,,,59.12783972292381,,['Pamela Newkirk'],[1993],[2011],,,,2.0,,['Pamela Newkirk'],1.0,,,2.0,,dr5rmm5,,,3.0,,M,1.0,1993.0,2011.0,,,33.0,51.0,,
2514,Richard Arlen,1899-09-01,Ruth Austin ( m.  1920;  div.  1923) Jobyna Ralston ( m.  1927;  div.  1946) Margaret Kinsella  ( m.  1946),2[1],,Actor,"St. Paul, Minnesota, U.S.",,,,,,,119.67939108948164,,"['Ruth Austin', 'Jobyna Ralston', 'Margaret Kinsella']","[1920, 1927, 1946]","[1923, 1946]",,,,,,"['Ruth Austin', 'Jobyna Ralston', 'Margaret Kinsella']",3.0,,,1.0,,9zvz9xt,,,8.0,,M,1.0,1920.0,1923.0,,,21.0,24.0,,
2515,Pedro Armendáriz,1912-05-09,Carmelita Bohr ( m.  1938; his death 1963),"2, including Pedro Jr.",,Actor,"Mexico City, Distrito Federal, Mexico",,,,,,,106.99466792610387,,['Carmelita Bohr'],[1938],,,,,2.0,,['Carmelita Bohr'],1.0,,,1.0,,9g3w81t,,,4.0,,M,0.0,1938.0,,,,26.0,,,
2517,Fred Armisen,1966-12-04,Sally Timms ( m.  1998;  div.  2004) Elisabeth Moss ( m.  2009;  div.  2011),,,,"Hattiesburg, Mississippi, U.S.",,,,,,,52.42270546280896,,"['Sally Timms', 'Elisabeth Moss']","[1998, 2009]","[2004, 2011]",,,,,,"['Sally Timms', 'Elisabeth Moss']",2.0,,,,,dj8d0nu,,,11.0,,M,1.0,1998.0,2004.0,,,32.0,38.0,,
2521,Curtis Armstrong,1953-11-27,Elaine Aronson ( m.  1994),,,"Actor, voice actor, singer","Detroit, Michigan, U.S.",,,,,,,65.44145328103933,,['Elaine Aronson'],[1994],,,,,,,['Elaine Aronson'],1.0,,,4.0,,dpsby4p,,,11.0,,M,0.0,1994.0,,,,41.0,,,
2525,Robert Armstrong,1890-11-20,Peggy Allenby ( m.  1920;  div.  1925) Ethel Virah Smith ( m.  1926;  div.  1931) Gladys Dubois ( m.  1936;  div.  1939) Claire Louise Frisbie Armstrong ( m.  1940; his death 1973),,,Actor,"Saginaw, Michigan, U.S.",1896-02-01,"New York City, New York, U.S.A.",Actress,"Robert Armstrong  (m. 1920-1925; divorced) 
John McGovern  (January 22, 1932 – March 23, 1966; her death); 2 children",,-5.199285406271176,128.4598588608938,123.26057345462264,"['Peggy Allenby', 'Ethel Virah Smith', 'Gladys Dubois', 'Claire Louise Frisbie Armstrong']","[1920, 1926, 1936, 1940]","[1925, 1931, 1939]",,,,,,"['Peggy Allenby', 'Ethel Virah Smith', 'Gladys Dubois', 'Claire Louise Frisbie Armstrong']",4.0,,,1.0,1.0,dpsr18k,dr5regw,5003530.0,10.0,1.0,M,1.0,1920.0,1925.0,,,30.0,35.0,,
2528,Desi  Arnaz,1917-03-02,Lucille Ball ( m.   1940 ;  div.   1960 ) Edith Mack Hirsch ( m.   1963 ; died 1985),Lucie ArnazDesi Arnaz Jr.,,"Actor, musician, producer","Santiago de Cuba, Republic of Cuba (present-day Cuba)",1911-08-06,"Jamestown, New York, U.S.","Actress, comedian, model, film studio executive, TV producer",Desi Arnaz ( m.  1940;  div.  1960) Gary Morton  ( m.  1961),Lucie ArnazDesi Arnaz Jr.,5.571640759221613,102.18142740781806,107.7530681670397,"['Lucille Ball', 'Edith Mack Hirsch']","[1940, 1963]",[1960],"['Desi Arnaz', 'Gary Morton']","[1940, 1961]",[1960],,,"['Lucille Ball', 'Edith Mack Hirsch']",2.0,"['Desi Arnaz', 'Gary Morton']",2.0,3.0,8.0,d7d1f7y,dprxkzw,5003530.0,2.0,7.0,M,1.0,1940.0,1960.0,1940.0,1940.0,23.0,43.0,29.0,29.0
2529,James Arness,1923-05-26,Virginia Chapman ( m.  1948;  div.  1960) Janet Surtees  ( m.  1978) [1],4,,Actor,"Minneapolis, Minnesota, U.S.",,,,,,,95.94995105991224,,"['Virginia Chapman', 'Janet Surtees']","[1948, 1978]",[1960],,,,4.0,,"['Virginia Chapman', 'Janet Surtees']",2.0,,,1.0,,9zvxvey,,,5.0,,M,1.0,1948.0,1960.0,,,25.0,37.0,,
2530,Will Arnett,1970-05-04,Penelope Ann Miller ( m.  1994;  div.  1995) Amy Poehler ( m.  2003;  div.  2016),2,,"
Actor
comedian
producer
","Toronto, Ontario, Canada",1964-01-13,"Los Angeles, California, U.S.",Actress,Will Arnett ( m.  1994;  div.  1995)     James Huggins  ( m.  2000),2,6.305399837094532,49.00853542509429,55.313935262188814,"['Penelope Ann Miller', 'Amy Poehler']","[1994, 2003]","[1995, 2016]","['Will Arnett', 'James Huggins']","[1994, 2000]",[1995],2.0,2.0,"['Penelope Ann Miller', 'Amy Poehler']",2.0,"['Will Arnett', 'James Huggins']",2.0,3.0,1.0,dpz83df,9q5ctr1,20000000.0,4.0,0.0,M,1.0,1994.0,1995.0,1994.0,1994.0,24.0,25.0,30.0,30.0
2532,Danny Arnold,1925-01-23,Joanne Gilbert  ( m.  1955–1956) Donna Arnold ( m.  1961–1995),2,,"Producer, screenwriter, director, actor","New York City, U.S.",1932-07-17,"Chicago, Illinois",Actress,Danny Arnold  (1955-1956) [1]    Edward Rissien (1958-1964) [1],,-7.4799619430926025,94.28530359966324,86.80534165657062,"['Joanne Gilbert', 'Donna Arnold']","[1955, 1961]",,,,,2.0,,"['Joanne Gilbert', 'Donna Arnold']",2.0,,,4.0,1.0,dr5regw,dp3wjzt,5003530.0,1.0,6.0,M,1.0,1955.0,,,,30.0,,,
2536,Tom Arnold,1959-03-06,"
 Roseanne Barr ( m.  1990;  div.  1994) 
 Julie Lynn Champnella ( m.  1995;  div.  1999) 
 Shelby Roos ( m.  2002;  div.  2008) 
 Ashley Groussman ( m.  2009;  div.  2019) 
",2,,Actorcomediantelevision host,"Ottumwa, Iowa, U.S.",1952-11-03,"Salt Lake City, Utah, U.S.","Actress, comedian, writer, producer, politician",Bill Pentland ( m.  1974;  div.  1990) Tom Arnold ( m.  1990;  div.  1994) Ben Thomas ( m.  1995;  div.  2002),5,6.335516814171407,60.17098229258643,66.50649910675784,"['Roseanne Barr', 'Julie Lynn Champnella', 'Shelby Roos', 'Ashley Groussman']","[1990, 1995, 2002, 2009]","[1994, 1999, 2008, 2019]","['Bill Pentland', 'Tom Arnold', 'Ben Thomas']","[1974, 1990, 1995]","[1990, 1994, 2002]",2.0,5.0,"['Roseanne Barr', 'Julie Lynn Champnella', 'Shelby Roos', 'Ashley Groussman']",4.0,"['Bill Pentland', 'Tom Arnold', 'Ben Thomas']",3.0,2.0,5.0,9zq334w,9x0rvu7,5003530.0,2.0,10.0,M,1.0,1990.0,1994.0,1974.0,1974.0,31.0,35.0,22.0,22.0
2540,Cliff Arquette,1905-12-27,Julie Harrison ( m.   1934 – 1942 ),Lewis Arquette,,"Actor, comedian","Toledo, Ohio, U.S.",,,,,,,113.36030171735216,,['Julie Harrison'],[1934],,,,,,,['Julie Harrison'],1.0,,,2.0,,dpksgn9,,,0.0,,M,1.0,1934.0,,,,29.0,,,
2541,David Arquette,1971-09-08,Courteney Cox ( m.  1999;  div.  2013) Christina McLarty  ( m.  2015),3,,"Actor, film director, film producer, screenwriter, fashion designer, professional wrestler","Bentonville, Virginia, U.S.",1964-06-15,"Birmingham, Alabama, U.S.","Actress, film producer, film director",David Arquette ( m.  1999;  div.  2013),1,7.230812405456648,47.661485177655926,54.892297583112594,"['Courteney Cox', 'Christina McLarty']","[1999, 2015]",[2013],['David Arquette'],[1999],[2013],3.0,1.0,"['Courteney Cox', 'Christina McLarty']",2.0,['David Arquette'],1.0,10.0,5.0,dqbkcv5,djfq8tf,5003530.0,8.0,5.0,M,1.0,1999.0,2013.0,1999.0,1999.0,28.0,42.0,35.0,35.0
2542,Lewis Arquette,1935-12-14,Brenda Nowak ( m.  1963; died 1997),Rosanna ArquetteRichmond ArquettePatricia ArquetteAlexis ArquetteDavid Arquette,,"Actor, writer, producer","Chicago, Illinois, U.S.",,,,,,,83.39664743286994,,['Brenda Nowak'],[1963],,,,,,,['Brenda Nowak'],1.0,,,3.0,,dp3wjzt,,,11.0,,M,0.0,1963.0,,,,28.0,,,
2550,Dana Ashbrook,1967-05-24,Kate Rogal  (m. 2015),,,Actor,"San Diego, California, U.S.[1]",,,,,,,51.954523364613934,,['Kate Rogal'],[2015],,,,,,,['Kate Rogal'],1.0,,,1.0,,9muez5r,,,5.0,,M,0.0,2015.0,,,,48.0,,,
2552,John Asher,1971-01-13,Vanessa Lee Asher ( m.  1994;  div.  1996) Jenny McCarthy ( m.  1999;  div.  2005),1,,"actor, film director, screenwriter","Los Angeles, California, U.S.",,,,,,,48.31310704531922,,"['Vanessa Lee Asher', 'Jenny McCarthy']","[1994, 1999]","[1996, 2005]",,,,1.0,,"['Vanessa Lee Asher', 'Jenny McCarthy']",2.0,,,4.0,,9q5ctr1,,,0.0,,M,1.0,1994.0,1996.0,,,23.0,25.0,,
2556,John Ashton,1948-02-22,Victoria Marie Runn ( m.  1968;  div.  1970) Bridget Alison Baker ( m.  1976;  div.  2001),2,,Actor,"Springfield, Massachusetts, U.S.",,,,,,,71.20474753075011,,"['Victoria Marie Runn', 'Bridget Alison Baker']","[1968, 1976]","[1970, 2001]",,,,2.0,,"['Victoria Marie Runn', 'Bridget Alison Baker']",2.0,,,1.0,,drkrs0m,,,2.0,,M,1.0,1968.0,1970.0,,,20.0,22.0,,
2560,Ed Asner,1929-11-15,Nancy Sykes ( m.  1959;  div.  1988) Cindy Gilmore ( m.  1998;  div.  2015),4,Wyandotte High School,"Actor, voice actor","Kansas City, Missouri, U.S.",,,,,,,89.47480098838444,,"['Nancy Sykes', 'Cindy Gilmore']","[1959, 1998]","[1988, 2015]",,,,4.0,,"['Nancy Sykes', 'Cindy Gilmore']",2.0,,,3.0,,9yuwrvc,,,10.0,,M,1.0,1959.0,1988.0,,,30.0,59.0,,
2563,Fred Astaire,1899-05-10,Phyllis Livingston Potter ( m.  1933; died 1954)     Robyn Smith  ( m.  1980),2,,"
Dancer
singer
actor
presenter
choreographer
percussionist
","Omaha, Nebraska, U.S.",,,,,,,119.99151248827832,,"['Phyllis Livingston Potter', 'Robyn Smith']","[1933, 1980]",,,,,2.0,,"['Phyllis Livingston Potter', 'Robyn Smith']",2.0,,,6.0,,9z7f8yw,,,4.0,,M,1.0,1933.0,,,,34.0,,,
2564,John Astin,1930-03-30,Suzanne Hahn ( m.  1956–1972) Patty Duke  ( m.  1972–1985) Valerie Ann Sandobal ( m.  1989),"5, including Mackenzie and Sean Astin",,"Actor, voice actor, television director","Baltimore, Maryland, U.S.",,,,,,,89.10518354244098,,"['Suzanne Hahn', 'Patty Duke', 'Valerie Ann Sandobal']","[1956, 1972, 1989]",,,,,5.0,,"['Suzanne Hahn', 'Patty Duke', 'Valerie Ann Sandobal']",3.0,,,5.0,,dqcx88s,,,3.0,,M,1.0,1956.0,,,,26.0,,,
2566,Sean Astin,1971-02-25,Christine Harrell ( m.  1992),3,"Los Angeles Valley CollegeUniversity of California, Los Angeles (BA)","Actor, voice actor, director, producer","Santa Monica, California, U.S.",,,,,,,48.195377044018706,,['Christine Harrell'],[1992],,,,,3.0,,['Christine Harrell'],1.0,,,5.0,,9q59x9j,,,2.0,,M,0.0,1992.0,,,,21.0,,,
2567,Skylar Astin,1987-09-23,Anna Camp ( m.  2016; Separated 2019),,,"Actor, fashion model and singer","New York City, New York, U.S.",1982-09-27,"Aiken, South Carolina, U.S.","Actress, singer",Michael Mosley ( m.  2010;  div.  2013)   Skylar Astin ( m.  2016; Separated 2019),,4.988466566733062,31.620088023710274,36.60855459044333,['Anna Camp'],[2016],,"['Michael Mosley', 'Skylar Astin']","[2010, 2016]",[2013],,,['Anna Camp'],1.0,"['Michael Mosley', 'Skylar Astin']",2.0,5.0,2.0,dr5regw,djvyumm,5003530.0,9.0,9.0,M,0.0,2016.0,,2010.0,2010.0,29.0,,28.0,28.0
2569,Roscoe Ates,1895-01-20,Clara Callahan ( m.   1923 ;  div.  1945) Leonore Belle Jumps ( m.  1949; her death 1955) Beatrice Angelina Naranjo ( m.   1960 ; his death 1962),,,Actorcomedianmusician,"Grange, Mississippi, U.S.",,,,,,,124.29276439625728,,"['Clara Callahan', 'Leonore Belle Jumps', 'Beatrice Angelina Naranjo']","[1923, 1949, 1960]",[1945],,,,,,"['Clara Callahan', 'Leonore Belle Jumps', 'Beatrice Angelina Naranjo']",3.0,,,1.0,,djb2j9v,,,1.0,,M,1.0,1923.0,1945.0,,,28.0,50.0,,
2572,Christopher Atkins,1961-02-21,Lyn Barron ( m.  1985;  div.  2007),Grant Bomann (b. 1985)  Brittney Bomann (b. 1987),,Actor,"Rye, New York, U.S.",,,,,,,58.20516506156869,,['Lyn Barron'],[1985],[2007],,,,,,['Lyn Barron'],1.0,,,1.0,,dr795k3,,,2.0,,M,1.0,1985.0,2007.0,,,24.0,46.0,,
2580,René Auberjonois,1940-06-01,Judith Helen Mahalyi ( m.  1963),Tessa AuberjonoisRemy Auberjonois,Carnegie Mellon University (BFA),"Actor, singer","New York, New York, U.S.",,,,,,,78.93112110447169,,['Judith Helen Mahalyi'],[1963],,,,,,,['Judith Helen Mahalyi'],1.0,,,2.0,,dr5regw,,,5.0,,M,0.0,1963.0,,,,23.0,,,
2585,Scott Aukerman,1970-07-02,Kulap Vilaysack  ( m.  2008),,,"Actor, writer, presenter, television personality, comedian, podcast host, director, performer","Savannah, Georgia, U.S.",1980-05-11,"Washington, D.C., U.S.","Actress, comedian, writer, podcast host",Scott Aukerman  ( m.  2008),,-9.859203132165616,48.846998911681965,38.987795779516354,['Kulap Vilaysack'],[2008],,['Scott Aukerman'],[2008],,,,['Kulap Vilaysack'],1.0,['Scott Aukerman'],1.0,10.0,5.0,djwqd8p,dqcjqfz,5003530.0,6.0,4.0,M,0.0,2008.0,,2008.0,2008.0,38.0,,28.0,28.0
2590,Stone Cold Steve Austin,1964-12-18,Kathryn Burrhus ( m.   1990 ;  div.   1992 ) Jeanie Clarke ( m.   1992 ;  div.   1999 ) Debra Marshall ( m.   2000 ;  div.   2003 ) Kristin Feres  ( m.  2009),3,,"Professional wrestler, actor, television host, producer, podcast host","Austin, Texas, U.S.",,,,,,,54.38304687981272,,"['Kathryn Burrhus', 'Jeanie Clarke', 'Debra Marshall', 'Kristin Feres']","[1990, 1992, 2000, 2009]","[1992, 1999, 2003]",,,,3.0,,"['Kathryn Burrhus', 'Jeanie Clarke', 'Debra Marshall', 'Kristin Feres']",4.0,,,8.0,,9v6kpvc,,,11.0,,M,1.0,1990.0,1992.0,,,26.0,28.0,,
2591,Frankie Avalon,1940-09-18,Kathryn Diebel ( m.  1963),8,,"Singer, actor","Philadelphia, Pennsylvania, U.S.",,,,,,,78.63268924070994,,['Kathryn Diebel'],[1963],,,,,8.0,,['Kathryn Diebel'],1.0,,,2.0,,dr4e394,,,8.0,,M,0.0,1963.0,,,,23.0,,,
2594,James Avery,1945-11-27,Barbara Avery ( m.  1988),,,"
Actor
poet
","Suffolk, Virginia, U.S.",,,,,,,73.44161755545974,,['Barbara Avery'],[1988],,,,,,,['Barbara Avery'],1.0,,,2.0,,dq98cq1,,,11.0,,M,0.0,1988.0,,,,43.0,,,
2596,Val Avery,1924-07-14,Margot Stevenson ( m.  1953; his death 2009),Margot Avery,,Actor,"Philadelphia, Pennsylvania, U.S.",1912-02-08,"New York City, New York, U.S.",Actress,Robert Russell (m. 1943–?) (divorced) (m.  Val Avery  (1953-2009); his death) 1 child,Margot Avery,12.430097811727824,94.81371965201204,107.24381746373986,['Margot Stevenson'],[1953],,,,,,,['Margot Stevenson'],1.0,,,1.0,1.0,dr4e394,dr5regw,625441.0,6.0,1.0,M,0.0,1953.0,,,,29.0,,,
2599,Dan Aykroyd,1952-07-01,Donna Dixon  ( m.  1983),3,,,"Ottawa, Ontario, Canada",1957-07-20,"Alexandria, Virginia, U.S.","Actress, model",Dan Aykroyd  ( m.  1983),3,-5.051438427893797,66.84873748263139,61.79729905473761,['Donna Dixon'],[1983],,['Dan Aykroyd'],[1983],,3.0,3.0,['Donna Dixon'],1.0,['Dan Aykroyd'],1.0,,2.0,f244mkw,dqchyb0,20000000.0,6.0,6.0,M,0.0,1983.0,,1983.0,1983.0,31.0,,26.0,26.0
2602,Lew Ayres,1908-12-28,Lola Lane ( m.  1931;  div.  1933) Ginger Rogers ( m.  1934;  div.  1940) Diana Hall ( m.  1964),,,Actor,"Minneapolis, Minnesota, U.S.",,,,,,,110.3568177306858,,"['Lola Lane', 'Ginger Rogers', 'Diana Hall']","[1931, 1934, 1964]","[1933, 1940]",,,,,,"['Lola Lane', 'Ginger Rogers', 'Diana Hall']",3.0,,,1.0,,9zvxvey,,,0.0,,M,1.0,1931.0,1933.0,,,23.0,25.0,,
2605,Hank Azaria,1964-04-25,Helen Hunt ( m.  1999;  div.  2000) Katie Wright  ( m.  2007),1,,"Actor, voice actor, comedian, producer","Queens, New York City, U.S.",1963-06-15,"Culver City, California, U.S.","Actress, director, screenwriter",Hank Azaria ( m.  1999;  div.  2000),2,0.8624407072013799,55.031930840468995,55.89437154767038,"['Helen Hunt', 'Katie Wright']","[1999, 2007]",[2000],['Hank Azaria'],[1999],[2000],1.0,2.0,"['Helen Hunt', 'Katie Wright']",2.0,['Hank Azaria'],1.0,5.0,3.0,dr5x8y2,9q5c9c6,20000000.0,4.0,5.0,M,1.0,1999.0,2000.0,1999.0,1999.0,35.0,36.0,36.0,36.0
2609,Dian Bachar,1970-10-26,Carrie Rapaport (m.2018),,,Actor,"Denver, Colorado, U.S.",,,,,,,48.5294016988713,,['Carrie Rapaport'],[2018],,,,,,,['Carrie Rapaport'],1.0,,,1.0,,9xj64fk,,,10.0,,M,0.0,2018.0,,,,48.0,,,
2611,Hans Bachmann,1954-06-24,Debbie ( m.  1981;  div.  1983),,,"Actor, director, singer, editor","Cleveland, Ohio, U.S.",,,,,,,64.86923071657871,,['Debbie'],[1981],[1983],,,,,,['Debbie'],1.0,,,4.0,,dpmuhfx,,,6.0,,M,1.0,1981.0,1983.0,,,27.0,29.0,,
2613,Christopher Backus,1981-10-30,Mira Sorvino  ( m.  2004),4,,"Actor, director and screenwriter","Mission Viejo, California",1967-09-28,"Manhattan, New York, U.S.",Actress,Christopher Backus  ( m.  2004),4,14.089269457962859,37.51753971676352,51.60680917472638,['Mira Sorvino'],[2004],,['Christopher Backus'],[2004],,4.0,4.0,['Mira Sorvino'],1.0,['Christopher Backus'],1.0,4.0,1.0,9mur4s5,dr72h8r,20000000.0,10.0,9.0,M,0.0,2004.0,,2004.0,2004.0,23.0,,37.0,37.0
2614,Jim Backus,1913-02-25,Henny Backus  ( m.  1943),,,Actor,"Cleveland, Ohio, U.S.",1911-03-21,"Brooklyn, New York, U.S.",Stage actress,Nat Karson Jim Backus  (1943–89) (his death),,1.935700253940875,106.19519908006323,108.13089933400411,['Henny Backus'],[1943],,,,,,,['Henny Backus'],1.0,,,1.0,2.0,dpmuhfx,dr5rmm5,5003530.0,2.0,3.0,M,0.0,1943.0,,,,30.0,,,
2618,Kevin Bacon,1958-07-08,Kyra Sedgwick  ( m.  1988),"2, including Sosie Bacon",,"Actor, director, producer, musician","Philadelphia, Pennsylvania, U.S.",1965-08-19,"New York City, U.S.","Actress, producer, director",Kevin Bacon  ( m.   1988 ),"2, including Sosie Bacon",-7.115820311163131,60.830817881270654,53.714997570107535,['Kyra Sedgwick'],[1988],,['Kevin Bacon'],[1988],,2.0,2.0,['Kyra Sedgwick'],1.0,['Kevin Bacon'],1.0,4.0,3.0,dr4e394,dr5regw,625441.0,6.0,7.0,M,0.0,1988.0,,1988.0,1988.0,30.0,,23.0,23.0
2620,Michael Badalucco,1954-12-20,Brenda Heyob ( m.  1996),,,Actor,"Brooklyn, New York, U.S.",,,,,,,64.37914536232776,,['Brenda Heyob'],[1996],,,,,,,['Brenda Heyob'],1.0,,,1.0,,dr5rmm5,,,11.0,,M,0.0,1996.0,,,,42.0,,,
2621,Diedrich Bader,1966-12-24,Dulcy Rogers ( m.  1997),,,"Actor, voice actor, comedian","Alexandria, Virginia, U.S.",,,,,,,52.36794732266919,,['Dulcy Rogers'],[1997],,,,,,,['Dulcy Rogers'],1.0,,,4.0,,dqchyb0,,,0.0,,M,0.0,1997.0,,,,31.0,,,
2622,Penn  Badgley,1986-11-01,Domino Kirke  ( m.  2017),,,"Actor, musician","Baltimore, Maryland, U.S.",,,,,,,32.51264570798853,,['Domino Kirke'],[2017],,,,,,,['Domino Kirke'],1.0,,,2.0,,dqcx88s,,,10.0,,M,0.0,2017.0,,,,31.0,,,
2624,Max Baer Jr.,1937-12-04,Joanne Kathleen Hill ( m.  1966;  div.  1971),,,"Film and television actor, producer, director","Oakland, California, U.S.",,,,,,,81.42261648083122,,['Joanne Kathleen Hill'],[1966],[1971],,,,,,['Joanne Kathleen Hill'],1.0,,,6.0,,9q9p1dh,,,11.0,,M,1.0,1966.0,1971.0,,,29.0,34.0,,
2625,Parley Baer,1914-08-05,Ernestine Clarke ( m.  1946; her death 2000),2,,Actor,"Salt Lake City, Utah, U.S.",,,,,,,104.7550599943873,,['Ernestine Clarke'],[1946],,,,,2.0,,['Ernestine Clarke'],1.0,,,1.0,,9x0rvu7,,,7.0,,M,0.0,1946.0,,,,32.0,,,
2637,G. W. Bailey,1944-08-27,Eleanor Jane Goosby ( m.  1966;  div.  1999),2,,Actor,"Port Arthur, Texas, U.S.",,,,,,,74.69284105765348,,['Eleanor Jane Goosby'],[1966],[1999],,,,2.0,,['Eleanor Jane Goosby'],1.0,,,1.0,,9vm4n27,,,8.0,,M,1.0,1966.0,1999.0,,,22.0,55.0,,
2646,Scott Baio,,Renée Sloan-Baio ( m.  2007),One child and one stepchild,,"Actor, television director","Bensonhurst, Brooklyn, New York, U.S.",,,,,,,,,['Renée Sloan Baio'],[2007],,,,,,,['Renée Sloan Baio'],1.0,,,3.0,,dr5rh38,,,,,M,0.0,2007.0,,,,,,,
2648,Jon Robin Baitz,1961-11-04,Leon Avelino ( m.  2015),,,"Playwright, screenwriter, television producer, actor","Los Angeles, California, U.S.",,,,,,,57.504260867779635,,['Leon Avelino'],[2015],,,,,,,['Leon Avelino'],1.0,,,5.0,,9q5ctr1,,,10.0,,M,0.0,2015.0,,,,54.0,,,
2655,Dee Bradley Baker,1962-08-31,Michelle Baker ( m.  1990),2,,Voice actor,"Bloomington, Indiana, U.S.",,,,,,,56.68288876568307,,['Michelle Baker'],[1990],,,,,2.0,,['Michelle Baker'],1.0,,,2.0,,dnfqz1c,,,8.0,,M,0.0,1990.0,,,,28.0,,,
